,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND
UNIT_NORWEGIAN_BERSERKER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.49, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.30, 4.86, 4.55, 4.86, 4.35, 2.18, 3.22, 3.22, 2.18, 1.52, 4.12, 2.51, 100.00, 4.12, 1.38, 1.38, 3.03, 1.00, 1.38, 1.59, 100.00, 2.85, 0.95, 0.53, 1.00, 0.53, 1.00, 0.53, 0.69, 0.82, 100.00, 1.38, 0.31, 0.31, 0.46, 0.44, 0.25, 0.36, 0.36, 0.18, 0.19, 0.14, 0.22, 0.16, 100.00, 0.21, 0.14, 0.30, 100.00, 0.04, 0.12, 0.12, 0.12, 0.07, 0.09, 0.09, 0.18, 0.07, 0.02, 0.02, 0.03, 100.00, 0.09, 0.16, 0.07, 0.07, 0.04, 0.05, 0.07, 100.00, 0.01, 0.02, 0.07, 0.11, 0.05, 2.51, 0.25, 0.85, 0.31, 1.32, 1.38, 1.38, 1.11, 0.13, 1.38, 0.22, 0.23, 0.18, 0.69, 0.67, 0.31, 4.86, 0.21, 0.58, 0.16, 1.83, 0.49, 1.38, 0.36, 2.18, 0.21, 0.25, 0.12, 100.00, 0.45, 100.00, 2.49, 0.72, 0.16, 0.01, 100.00
UNIT_KNIGHT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 9.00, 7.14, 9.00, 6.67, 4.07, 6.17, 6.17, 4.07, 5.00, 4.13, 4.71, 100.00, 4.13, 2.53, 2.53, 5.00, 1.86, 2.53, 4.00, 100.00, 4.09, 2.47, 1.00, 1.89, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.88, 0.80, 0.52, 0.76, 0.76, 0.35, 0.33, 0.22, 0.26, 0.26, 100.00, 0.40, 0.22, 0.45, 100.00, 0.04, 0.18, 0.19, 0.16, 0.08, 0.10, 0.10, 0.13, 0.09, 0.02, 0.02, 0.03, 100.00, 0.10, 0.26, 0.09, 0.08, 0.05, 0.07, 0.08, 100.00, 0.01, 0.02, 0.08, 0.08, 0.06, 4.71, 0.52, 1.74, 0.59, 4.17, 2.53, 2.53, 4.07, 0.15, 1.16, 0.45, 0.31, 0.35, 1.65, 1.26, 0.59, 9.00, 0.40, 1.07, 0.26, 2.81, 0.94, 2.53, 0.76, 4.07, 0.40, 0.19, 0.18, 100.00, 0.39, 100.00, 3.60, 1.35, 0.29, 0.01, 100.00
UNIT_INDIAN_VARU, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.44, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 4.71, 5.26, 4.71, 4.85, 2.20, 3.18, 3.18, 2.20, 1.59, 2.14, 2.53, 100.00, 2.14, 1.35, 1.35, 2.86, 1.00, 1.35, 1.31, 100.00, 2.13, 0.83, 0.54, 1.00, 0.54, 1.00, 0.54, 0.61, 0.69, 100.00, 0.64, 0.31, 0.31, 0.45, 0.34, 0.22, 0.31, 0.31, 0.15, 0.18, 0.12, 0.16, 0.14, 100.00, 0.21, 0.12, 0.25, 100.00, 0.03, 0.09, 0.09, 0.08, 0.04, 0.06, 0.06, 0.08, 0.06, 0.01, 0.01, 0.02, 100.00, 0.06, 0.14, 0.06, 0.06, 0.03, 0.05, 0.04, 100.00, 0.01, 0.02, 0.04, 0.05, 0.04, 2.53, 0.22, 0.67, 0.31, 1.33, 1.35, 1.35, 1.17, 0.09, 0.64, 0.20, 0.16, 0.15, 0.61, 0.69, 0.31, 4.71, 0.21, 0.59, 0.14, 1.50, 0.49, 1.35, 0.31, 2.20, 0.21, 0.11, 0.08, 100.00, 0.21, 100.00, 1.94, 0.74, 0.16, 0.01, 100.00
UNIT_ARABIAN_MAMLUK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 9.00, 7.14, 9.00, 6.67, 4.07, 6.17, 6.17, 4.07, 5.00, 4.13, 4.71, 100.00, 4.13, 2.53, 2.53, 5.00, 1.86, 2.53, 4.00, 100.00, 4.09, 2.47, 1.00, 1.89, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.88, 0.80, 0.52, 0.76, 0.76, 0.35, 0.33, 0.22, 0.26, 0.26, 100.00, 0.40, 0.22, 0.45, 100.00, 0.04, 0.18, 0.19, 0.16, 0.08, 0.10, 0.10, 0.13, 0.09, 0.02, 0.02, 0.03, 100.00, 0.10, 0.26, 0.09, 0.08, 0.05, 0.07, 0.08, 100.00, 0.01, 0.02, 0.08, 0.08, 0.06, 4.71, 0.52, 1.74, 0.59, 4.17, 2.53, 2.53, 4.07, 0.15, 1.16, 0.45, 0.31, 0.35, 1.65, 1.26, 0.59, 9.00, 0.40, 1.07, 0.26, 2.81, 0.94, 2.53, 0.76, 4.07, 0.40, 0.19, 0.18, 100.00, 0.39, 100.00, 3.60, 1.35, 0.29, 0.01, 100.00
UNIT_CROSSBOWMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 6.60, 6.88, 5.50, 5.71, 2.47, 2.56, 2.56, 1.77, 4.00, 4.50, 3.66, 100.00, 4.50, 2.14, 1.55, 3.20, 1.64, 2.14, 3.63, 100.00, 1.36, 2.04, 0.98, 1.46, 0.61, 1.64, 0.61, 1.00, 1.11, 100.00, 1.56, 0.63, 0.63, 0.36, 0.52, 0.14, 0.20, 0.20, 0.17, 0.22, 0.17, 0.44, 0.38, 100.00, 0.16, 0.17, 0.26, 100.00, 0.05, 0.30, 0.12, 0.07, 0.05, 0.06, 0.06, 0.30, 0.10, 0.03, 0.03, 0.04, 100.00, 0.10, 0.14, 0.07, 0.10, 0.03, 0.08, 0.08, 100.00, 0.02, 0.03, 0.05, 0.10, 0.07, 3.66, 0.14, 1.00, 0.35, 1.42, 2.14, 1.55, 1.42, 0.30, 1.56, 0.21, 0.20, 0.09, 0.69, 1.20, 0.35, 5.50, 0.24, 0.66, 0.19, 1.50, 0.56, 2.14, 0.20, 1.77, 0.47, 0.20, 0.12, 100.00, 0.63, 100.00, 2.20, 0.83, 0.20, 0.02, 100.00
UNIT_CHINESE_CROUCHING_TIGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.19, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.86, 7.05, 5.88, 7.05, 5.88, 3.20, 3.08, 3.08, 2.13, 2.00, 4.64, 3.68, 100.00, 4.64, 2.00, 2.00, 4.00, 1.45, 2.00, 2.43, 100.00, 2.00, 1.23, 0.77, 1.21, 0.77, 1.45, 0.77, 0.90, 1.00, 100.00, 1.37, 0.45, 0.45, 0.44, 0.68, 0.20, 0.28, 0.28, 0.24, 0.28, 0.22, 0.30, 0.25, 100.00, 0.20, 0.22, 0.37, 100.00, 0.08, 0.20, 0.17, 0.09, 0.07, 0.08, 0.08, 0.20, 0.13, 0.04, 0.04, 0.06, 100.00, 0.15, 0.17, 0.09, 0.13, 0.05, 0.11, 0.12, 100.00, 0.03, 0.04, 0.07, 0.13, 0.09, 3.68, 0.20, 1.31, 0.45, 1.67, 2.00, 2.00, 1.63, 0.20, 1.37, 0.27, 0.30, 0.13, 0.90, 0.98, 0.45, 7.05, 0.30, 0.84, 0.25, 2.20, 0.71, 2.00, 0.28, 2.13, 0.30, 0.25, 0.17, 100.00, 0.45, 100.00, 3.23, 1.06, 0.25, 0.02, 100.00
UNIT_MILITARY_ENGINEER, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_PIKEMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.58, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 3.45, 5.56, 7.64, 5.88, 2.30, 3.50, 3.50, 2.30, 1.68, 3.50, 4.13, 100.00, 3.50, 1.00, 2.14, 4.35, 0.72, 1.00, 1.40, 100.00, 2.34, 0.90, 0.39, 0.72, 0.86, 1.57, 0.86, 0.64, 0.73, 100.00, 1.00, 0.22, 0.22, 0.49, 0.37, 0.24, 0.33, 0.33, 0.16, 0.29, 0.19, 0.14, 0.11, 100.00, 0.22, 0.19, 0.27, 100.00, 0.03, 0.09, 0.09, 0.08, 0.05, 0.06, 0.06, 0.11, 0.09, 0.01, 0.01, 0.02, 100.00, 0.06, 0.16, 0.07, 0.08, 0.03, 0.05, 0.05, 100.00, 0.01, 0.02, 0.05, 0.07, 0.05, 1.87, 0.24, 0.73, 0.49, 1.36, 1.00, 2.14, 0.89, 0.09, 1.00, 0.21, 0.17, 0.16, 0.96, 0.49, 0.49, 5.23, 0.33, 0.92, 0.22, 1.62, 0.78, 1.00, 0.33, 2.30, 0.15, 0.16, 0.09, 100.00, 0.33, 100.00, 2.06, 1.16, 0.24, 0.01, 100.00
UNIT_MUSKETMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 10.78, 10.78, 7.27, 3.33, 13.13, 8.60, 100.00, 13.13, 4.50, 4.50, 6.67, 3.18, 4.50, 3.13, 100.00, 5.88, 2.14, 1.70, 3.22, 1.70, 3.18, 1.70, 1.59, 2.22, 100.00, 4.45, 1.00, 1.00, 1.44, 0.95, 0.61, 0.83, 0.83, 0.43, 0.59, 0.40, 0.46, 0.45, 100.00, 0.69, 0.40, 0.79, 100.00, 0.06, 0.31, 0.26, 0.22, 0.11, 0.15, 0.15, 0.47, 0.14, 0.02, 0.02, 0.03, 100.00, 0.15, 0.45, 0.14, 0.12, 0.06, 0.09, 0.11, 100.00, 0.01, 0.03, 0.10, 0.21, 0.08, 8.60, 0.61, 1.81, 1.00, 2.78, 4.50, 4.50, 2.80, 0.27, 4.45, 0.55, 0.52, 0.43, 1.59, 2.20, 1.00, 12.50, 0.69, 1.86, 0.45, 4.00, 1.58, 4.50, 0.83, 7.27, 0.69, 0.72, 0.25, 100.00, 1.48, 100.00, 5.26, 2.30, 0.49, 0.02, 100.00
UNIT_SPANISH_CONQUISTADOR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 10.78, 10.78, 7.27, 3.33, 13.13, 8.60, 100.00, 13.13, 4.50, 4.50, 6.67, 3.18, 4.50, 3.13, 100.00, 5.88, 2.14, 1.70, 3.22, 1.70, 3.18, 1.70, 1.59, 2.22, 100.00, 4.45, 1.00, 1.00, 1.44, 0.95, 0.61, 0.83, 0.83, 0.43, 0.59, 0.40, 0.46, 0.45, 100.00, 0.69, 0.40, 0.79, 100.00, 0.06, 0.31, 0.26, 0.22, 0.11, 0.15, 0.15, 0.47, 0.14, 0.02, 0.02, 0.03, 100.00, 0.15, 0.45, 0.14, 0.12, 0.06, 0.09, 0.11, 100.00, 0.01, 0.03, 0.10, 0.21, 0.08, 8.60, 0.61, 1.81, 1.00, 2.78, 4.50, 4.50, 2.80, 0.27, 4.45, 0.55, 0.52, 0.43, 1.59, 2.20, 1.00, 12.50, 0.69, 1.86, 0.45, 4.00, 1.58, 4.50, 0.83, 7.27, 0.69, 0.72, 0.25, 100.00, 1.48, 100.00, 5.26, 2.30, 0.49, 0.02, 100.00
UNIT_CARAVEL, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.18, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.67, 10.78, 11.11, 10.78, 10.00, 4.71, 7.27, 7.27, 4.71, 7.14, 7.27, 5.46, 100.00, 7.27, 3.06, 3.06, 7.14, 2.20, 3.06, 3.19, 100.00, 4.85, 4.00, 1.14, 2.18, 1.14, 2.20, 1.14, 2.75, 2.28, 100.00, 2.05, 0.69, 0.69, 1.00, 0.66, 0.59, 0.88, 0.88, 0.57, 0.40, 0.26, 0.31, 0.31, 100.00, 0.45, 0.26, 0.75, 100.00, 0.05, 0.21, 0.14, 0.18, 0.09, 0.13, 0.13, 0.21, 0.09, 0.02, 0.02, 0.03, 100.00, 0.18, 0.31, 0.09, 0.09, 0.05, 0.08, 0.08, 100.00, 0.01, 0.02, 0.08, 0.09, 0.06, 5.46, 0.59, 1.45, 0.69, 6.67, 3.06, 3.06, 4.71, 0.17, 2.05, 0.75, 0.52, 0.41, 2.75, 1.44, 0.69, 10.78, 0.45, 1.26, 0.31, 5.11, 1.07, 3.06, 0.88, 4.71, 0.45, 0.33, 0.28, 100.00, 0.69, 100.00, 6.06, 1.58, 0.33, 0.01, 100.00
UNIT_BOMBARD, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.41, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 23.75, 12.60, 11.00, 11.25, 9.00, 5.06, 10.53, 10.53, 7.22, 5.67, 8.51, 6.74, 100.00, 8.51, 3.80, 3.09, 4.93, 2.92, 3.80, 5.45, 100.00, 6.67, 2.77, 1.70, 2.28, 1.25, 2.92, 1.25, 1.93, 1.46, 100.00, 2.70, 1.05, 1.05, 1.51, 1.00, 0.64, 0.90, 0.90, 0.28, 0.41, 0.29, 0.48, 0.55, 100.00, 0.69, 0.29, 0.40, 100.00, 0.09, 0.41, 0.17, 0.23, 0.15, 0.17, 0.17, 0.41, 0.13, 0.05, 0.05, 0.06, 100.00, 0.09, 0.46, 0.18, 0.12, 0.10, 0.11, 0.08, 100.00, 0.03, 0.05, 0.15, 0.13, 0.09, 6.74, 0.64, 1.56, 0.71, 2.25, 3.80, 3.09, 2.65, 0.36, 2.70, 0.32, 0.27, 0.46, 1.08, 2.10, 0.71, 11.25, 0.48, 1.34, 0.32, 2.26, 1.16, 3.80, 0.90, 7.22, 0.76, 0.35, 0.16, 100.00, 1.05, 100.00, 3.39, 1.71, 0.35, 0.02, 100.00
UNIT_FRIGATE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 18.16, 21.00, 16.36, 20.00, 7.88, 11.64, 11.64, 7.88, 15.29, 13.27, 11.04, 100.00, 13.27, 6.11, 5.05, 14.29, 4.50, 6.11, 6.00, 100.00, 7.14, 10.67, 2.60, 3.97, 1.94, 4.50, 1.94, 6.95, 5.01, 100.00, 4.22, 1.64, 1.64, 1.69, 1.57, 1.00, 1.50, 1.50, 1.29, 0.66, 0.45, 0.79, 0.86, 100.00, 0.78, 0.45, 1.57, 100.00, 0.10, 0.63, 0.25, 0.31, 0.17, 0.21, 0.21, 0.63, 0.19, 0.05, 0.05, 0.07, 100.00, 0.40, 0.52, 0.19, 0.17, 0.11, 0.15, 0.17, 100.00, 0.03, 0.06, 0.17, 0.19, 0.13, 11.04, 1.00, 2.37, 1.14, 11.11, 6.11, 5.05, 7.88, 0.56, 4.22, 1.57, 1.06, 0.67, 6.15, 3.21, 1.14, 16.36, 0.78, 2.16, 0.52, 7.69, 1.83, 6.11, 1.50, 7.88, 1.20, 0.56, 0.74, 100.00, 1.64, 100.00, 11.11, 2.66, 0.56, 0.03, 100.00
UNIT_PRIVATEER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.60, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 13.27, 17.67, 11.64, 16.67, 5.50, 7.88, 7.88, 5.50, 12.11, 9.22, 7.45, 100.00, 9.22, 4.22, 3.35, 11.11, 3.21, 4.22, 4.30, 100.00, 5.71, 6.95, 1.86, 2.81, 1.32, 3.21, 1.32, 5.06, 3.53, 100.00, 3.04, 1.20, 1.20, 1.14, 1.11, 0.67, 1.00, 1.00, 0.88, 0.45, 0.29, 0.66, 0.63, 100.00, 0.52, 0.29, 1.06, 100.00, 0.08, 0.47, 0.20, 0.21, 0.14, 0.17, 0.17, 0.47, 0.15, 0.04, 0.04, 0.06, 100.00, 0.28, 0.35, 0.15, 0.15, 0.09, 0.13, 0.14, 100.00, 0.03, 0.05, 0.14, 0.15, 0.10, 7.45, 0.67, 1.61, 0.78, 10.00, 4.22, 3.35, 5.50, 0.44, 3.04, 1.06, 0.73, 0.45, 4.40, 2.30, 0.78, 11.64, 0.52, 1.46, 0.35, 6.47, 1.21, 4.22, 1.00, 5.50, 0.86, 0.38, 0.49, 100.00, 1.20, 100.00, 9.70, 1.83, 0.38, 0.02, 100.00
UNIT_ENGLISH_SEADOG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.60, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 13.27, 17.67, 11.64, 16.67, 5.50, 7.88, 7.88, 5.50, 12.11, 9.22, 7.45, 100.00, 9.22, 4.22, 3.35, 11.11, 3.21, 4.22, 4.30, 100.00, 5.71, 6.95, 1.86, 2.81, 1.32, 3.21, 1.32, 5.06, 3.53, 100.00, 3.04, 1.20, 1.20, 1.14, 1.11, 0.67, 1.00, 1.00, 0.88, 0.45, 0.29, 0.66, 0.63, 100.00, 0.52, 0.29, 1.06, 100.00, 0.08, 0.47, 0.20, 0.21, 0.14, 0.17, 0.17, 0.47, 0.15, 0.04, 0.04, 0.06, 100.00, 0.28, 0.35, 0.15, 0.15, 0.09, 0.13, 0.14, 100.00, 0.03, 0.05, 0.14, 0.15, 0.10, 7.45, 0.67, 1.61, 0.78, 10.00, 4.22, 3.35, 5.50, 0.44, 3.04, 1.06, 0.73, 0.45, 4.40, 2.30, 0.78, 11.64, 0.52, 1.46, 0.35, 6.47, 1.21, 4.22, 1.00, 5.50, 0.86, 0.38, 0.49, 100.00, 1.20, 100.00, 9.70, 1.83, 0.38, 0.02, 100.00
UNIT_FIELD_CANNON, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 23.86, 13.50, 21.89, 12.50, 11.64, 12.82, 12.82, 8.29, 10.09, 18.16, 14.86, 100.00, 18.16, 8.88, 7.59, 9.09, 6.60, 8.88, 12.11, 100.00, 6.73, 6.88, 3.66, 5.50, 2.86, 6.60, 2.86, 5.82, 4.20, 100.00, 6.11, 2.30, 2.30, 1.77, 3.63, 0.78, 1.13, 1.13, 1.00, 0.98, 0.66, 1.06, 1.20, 100.00, 0.80, 0.66, 1.23, 100.00, 0.14, 0.86, 0.46, 0.20, 0.09, 0.14, 0.14, 0.86, 0.24, 0.05, 0.05, 0.07, 100.00, 0.25, 0.56, 0.16, 0.22, 0.07, 0.19, 0.19, 100.00, 0.04, 0.06, 0.09, 0.24, 0.15, 14.86, 0.61, 3.56, 1.69, 3.57, 8.88, 7.59, 4.43, 0.71, 6.11, 0.80, 0.81, 0.42, 2.46, 4.50, 1.69, 21.89, 1.14, 3.11, 0.78, 5.00, 2.66, 8.88, 0.85, 8.29, 1.64, 0.83, 0.43, 100.00, 2.30, 100.00, 7.14, 3.92, 0.83, 0.03, 100.00
UNIT_CAVALRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.60, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.67, 12.50, 16.67, 11.11, 11.11, 14.29, 14.29, 11.11, 8.33, 10.94, 12.50, 100.00, 10.94, 7.55, 7.55, 8.33, 5.46, 7.55, 8.33, 100.00, 7.69, 5.88, 3.06, 5.29, 3.06, 5.46, 3.06, 4.55, 3.57, 100.00, 3.45, 1.70, 1.70, 2.53, 2.42, 1.53, 2.22, 2.22, 1.02, 1.00, 0.69, 0.78, 0.79, 100.00, 1.14, 0.69, 1.35, 100.00, 0.14, 0.54, 0.54, 0.46, 0.22, 0.32, 0.32, 0.36, 0.25, 0.03, 0.03, 0.06, 100.00, 0.32, 0.79, 0.25, 0.21, 0.11, 0.16, 0.23, 100.00, 0.02, 0.04, 0.19, 0.17, 0.11, 12.50, 1.53, 5.17, 1.70, 7.14, 7.55, 7.55, 11.11, 0.47, 3.45, 1.35, 0.91, 1.02, 4.55, 3.87, 1.70, 16.67, 1.14, 3.18, 0.79, 5.26, 2.78, 7.55, 2.22, 11.11, 1.14, 0.59, 0.52, 100.00, 1.16, 100.00, 6.67, 4.07, 0.88, 0.02, 100.00
